"X.1","tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","voronoi.area","radius","radius.external"
782,"4009","4007",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PIPO",70.5,9,"4007",194,FALSE,6.6,"","tree","","",207.5,-89466.66077,102291.6033,0,232.676272968192,119.483744,NA,265.4043
783,"4011","4010",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PSME",51.2,7,"4010",16,FALSE,13.9,"","tree","","",29.5,-89491.32986,102291.2751,0,238.040950205144,42.84568002,NA,201.29742
785,"4014","4014",FALSE,TRUE,FALSE,FALSE,"LLC1","X",NA,"PISA",84.3,7,"4014",0,FALSE,0,"Ref missing on datasheet","tree","","",13.5,-89485.72823,102252.4022,1,249.800023785034,37.62649297,279.771586116107,311.24238
860,"1164","1164",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",37.1,NA,"1164",0,FALSE,0,"","tree","","",13.5,-42980.7125,122488.3988,0,1590.8176836494,NA,169.138046742589,154.46286
861,"1163","1163",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",44,NA,"1163",0,FALSE,0,"","tree","","",13.5,-42980.48826,122480.0965,0,1594.09609195086,NA,191.713271491375,177.3819
862,"1171","1171",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",33.9,NA,"1171",0,FALSE,0,"","tree","","",13.5,-42977.29951,122491.8085,0,1589.98641470867,NA,149.88945951346,143.83374
863,"1170","1170",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",38.9,NA,"1170",0,FALSE,0,"","tree","","",13.5,-42988.7421,122497.5045,0,1586.0708869235,NA,185.026969483642,160.44174
864,"1169","1169",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",54.3,NA,"1169",0,FALSE,0,"","tree","","",13.5,-45751.09581,121741.9683,0,1826.41974519634,NA,244.087567210989,211.59438
865,"1168","1168",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",58.8,NA,"1168",0,FALSE,0,"","tree","","",13.5,-45745.28247,121732.4709,0,1828.06968425426,NA,270.346335935774,226.54158
866,"1167","1167",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",47.7,NA,"1167",0,FALSE,0,"","tree","","",13.5,-45753.10179,121701.4749,0,1829.8022834325,NA,181.351062309985,189.67182
867,"1166","1166",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",28.6,NA,"1166",0,FALSE,0,"","tree","","",13.5,-45768.3397,121709.6834,0,1827.18522386892,NA,101.015763908472,126.22926
868,"1165","1165",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",36.5,NA,"1165",0,FALSE,0,"","tree","","",13.5,-45772.44776,121735.2223,0,1824.03569448349,NA,147.024693591406,152.4699
869,"1335D","ZA24.DENSE.DUMMY",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",NA,NA,"ZA24.DENSE.DUMMY",0,FALSE,0,"ref is dummy","tree","","",13.5,-54396.6083,115456.5168,1,1347.86748308043,NA,123.749055951378,NA
870,"1328D","ZA24.DENSE.DUMMY",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",NA,NA,"ZA24.DENSE.DUMMY",0,FALSE,0,"ref is dummy","tree","","",13.5,-54396.6083,115456.5168,1,1347.86748308043,NA,140.611507964819,NA
871,"1325D","ZA24.DENSE.DUMMY",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",NA,NA,"ZA24.DENSE.DUMMY",0,FALSE,0,"ref is dummy","tree","","",13.5,-54396.6083,115456.5168,1,1347.86748308043,NA,117.907021235506,NA
872,"1329D","ZA24.DENSE.DUMMY",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",NA,NA,"ZA24.DENSE.DUMMY",0,FALSE,0,"ref is dummy","tree","","",13.5,-54396.6083,115456.5168,1,1347.86748308043,NA,94.1236484092495,NA
873,"1172","1172",FALSE,TRUE,FALSE,FALSE,"ZA24.thin","x",NA,"PSME",40.2,5,"1172",0,FALSE,0,"","tree","","",13.5,-54418.20879,115490.1427,0,1335.56919786936,NA,166.603025206601,164.75982
874,"1173","1173",FALSE,TRUE,FALSE,FALSE,"ZA24.thin","x",NA,"PSME",32.6,9,"1173",0,FALSE,0,"","tree","","",13.5,-54431.02927,115493.0787,0,1334.44720974717,NA,144.119365742625,139.51566
875,"1174","1174",FALSE,TRUE,FALSE,FALSE,"ZA24.thin","x",NA,"PSME",37.4,12,"1174",0,FALSE,0,"","tree","","",13.5,-54442.83206,115489.1136,0,1335.02018880494,NA,138.889143644228,155.45934
876,"1175","1175",FALSE,TRUE,FALSE,FALSE,"ZA24.thin","x",NA,"PSME",42.5,11,"1175",0,FALSE,0,"","tree","","",13.5,-54439.77524,115489.8102,0,1335.0145790207,NA,200.65685100535,172.3995
877,"1180","ZA09.UNBURNED.DUMMY",FALSE,TRUE,FALSE,FALSE,"ZA09.unburned","x",NA,"PSME",50.2,3,"ZA09.UNBURNED.DUMMY",0,FALSE,0,"ref is dummy","tree","","",13.5,-45772.44776,121735.2223,1,1824.03569448349,NA,156.260502141321,197.97582
878,"1182","1182",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",29,9,"1182",0,FALSE,0,"","tree","","",13.5,-42973.93582,122494.0548,0,1589.56235685249,NA,122.022153793269,127.5579
879,"1183","1183",FALSE,TRUE,FALSE,FALSE,"A1","x",NA,"PSME",44.1,8,"1183",0,FALSE,0,"","tree","","",13.5,-42959.98019,122496.4223,0,1590.49125771431,NA,178.455406354498,177.71406
880,"8000","8000",FALSE,TRUE,FALSE,FALSE,"HEN1","x",NA,"PSME",76.9,5,"8000",0,FALSE,0,"","tree","","",13.5,-88283.61761,100343.0571,0,369.617577791924,NA,NA,286.66254
881,"8001","8001",FALSE,TRUE,FALSE,FALSE,"HEN1","x",NA,"PSME",60,3,"8001",0,FALSE,0,"","tree","","",13.5,-88286.23787,100331.4018,0,377.106926754371,NA,NA,230.5275
882,"8003","8003",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",52,3.5,"8003",0,FALSE,0,"","tree","","",13.5,-89467.47584,102272.5979,0,239.497916697846,NA,216.850476509183,203.9547
883,"8004","8004",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",39.1,4,"8004",0,FALSE,0,"","tree","","",13.5,-89453.22781,102287.7597,0,230.076445343624,NA,180.603756324426,161.10606
884,"8005","8005",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",42.2,5,"8005",0,FALSE,0,"","tree","","",13.5,-89450.97485,102255.2659,0,241.779907762369,NA,150.180669177306,171.40302
885,"8006","8006",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",42.9,5.5,"8006",0,FALSE,0,"","tree","","",13.5,-89454.18933,102247.2045,0,245.634476178882,NA,171.17016016524,173.72814
886,"8007","8007",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",42.2,3.5,"8007",0,FALSE,0,"","tree","","",13.5,-89432.43445,102254.9984,0,237.8703434232,NA,165.244831487687,171.40302
887,"8008","8008",FALSE,TRUE,FALSE,FALSE,"LLC","x",NA,"PSME",34.8,4.5,"8008",0,FALSE,0,"","tree","","",13.5,-89505.20786,102251.5242,0,253.493988882551,NA,134.005336932199,146.82318
888,"8009","8009",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",35.2,7,"8009",0,FALSE,0,"","tree","","",13.5,-83868.62683,105096.4912,0,425.110086106669,NA,138.662942806537,148.15182
889,"8010","8010",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",37.7,3,"8010",0,FALSE,0,"","tree","","",13.5,-83854.32235,105079.6967,0,429.758641574447,NA,157.182469135965,156.45582
890,"8011","8011",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",45.1,8,"8011",0,FALSE,0,"","tree","","",13.5,-83924.31337,105136.4139,0,423.110951335399,NA,204.259867194882,181.03566
891,"8012","8012",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",55.8,6,"8012",0,FALSE,0,"","tree","","",13.5,-83895.22048,105134.1047,0,417.131919267216,NA,248.165512161175,216.57678
892,"8013","8013",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",52.1,8,"8013",0,FALSE,0,"","tree","","",13.5,-83916.34793,105141.5122,0,419.157375206163,NA,208.66232338915,204.28686
893,"8014","8014",FALSE,TRUE,FALSE,FALSE,"ULC1","x",NA,"PSME",53.8,7,"8014",0,FALSE,0,"","tree","","",13.5,-83891.47922,105146.9134,0,412.971413398373,NA,240.047362879663,209.93358
894,"1176D","1176D",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",41.2,7,"1176D",0,FALSE,0,"","tree","","",13.5,-54434.69615,115452.5962,0,1345.87724741035,NA,155.634688663324,168.08142
895,"1177D","1177D",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",31,14,"1177D",0,FALSE,0,"","tree","","",13.5,-54450.34116,115442.956,0,1345.62747950314,NA,125.892529624573,134.2011
896,"1178D","1178D",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",43.2,11,"1178D",0,FALSE,0,"","tree","","",13.5,-54464.77787,115465.5221,0,1339.4875164691,NA,168.337173418166,174.72462
897,"1179D","1179D",FALSE,TRUE,FALSE,FALSE,"ZA24.dense","x",NA,"PSME",26.2,9,"1179D",0,FALSE,0,"","tree","","",13.5,-54439.27828,115473.5041,0,1339.99464627174,NA,123.103495898251,118.25742
898,"1098","PM21",FALSE,TRUE,FALSE,FALSE,"HARDIN","X",NA,"PSME",29.3,NA,"PM21",0,FALSE,0,"","tree","PM21","",13.5,9861.790727,-23091.75855,0,1366.51402564864,22.096007,52.2378398756094,128.55438
899,"1443","PM23",FALSE,TRUE,FALSE,FALSE,"HARDIN","X",NA,"PSME",37.3,NA,"PM23",0,FALSE,0,"","tree","PM23","",13.5,9861.257659,-23087.08128,0,1366.89494009165,19.43288185,65.9461174828736,155.12718
900,"1106","PM24",FALSE,TRUE,FALSE,FALSE,"HARDIN","X",NA,"PSME",49.9,NA,"PM24",0,FALSE,0,"","tree","PM24","",13.5,9878.224688,-23092.81074,0,1364.04283584496,11.86209694,95.2292588670982,196.97934
901,"1107","PM26",FALSE,TRUE,FALSE,FALSE,"HARDIN","X",NA,"PSME",72.4,NA,"PM26",0,FALSE,0,"","tree","PM26","",13.5,9895.40023,-23089.00736,0,1361.36479907643,17.4561036,146.071285679644,271.71534
902,"1399","PM40",FALSE,TRUE,FALSE,FALSE,"HARDIN","X",NA,"PSME",43.5,NA,"PM40",0,FALSE,0,"","tree","PM40","",13.5,9873.706477,-23063.96828,0,1366.35992534502,34.90942721,175.621302430508,175.7211
904,"1261","1103",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",58.1,16,"1103",250,FALSE,6.4,"","tree","","",263.5,9873.661184,-23090.06816,0,1364.8773532253,8.232648655,NA,224.21646
905,"1097","1400",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",45.4,12,"1400",312,FALSE,0.7,"","tree","","",325.5,9884.974894,-23075.96469,0,1364.0243655383,NA,173.354270343288,182.03214
906,"1109","1096",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",82.9,13,"1096",267,TRUE,2.6,"","tree","","",100.5,9876.246589,-23061.0372,0,1366.07264579447,12.19854224,NA,306.59214
907,"1141","1140",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",58.6,16,"1140",270,TRUE,3.6,"","tree","","",103.5,9880.54263,-23081.68811,0,1364.35846526418,33.80458966,NA,225.87726
908,"1142","1108",FALSE,FALSE,TRUE,FALSE,"HARDIN","X",NA,"PIPO",91.5,10,"1108",279,FALSE,5.9,"","tree","","",292.5,9899.139974,-23086.67381,0,1360.72102728022,32.81263465,NA,335.1579
909,"1133","1133",FALSE,TRUE,FALSE,FALSE,"HARDIN B","X",NA,"PSME",48.6,14,"1133",0,FALSE,0,"","tree","","",13.5,7510.97056,-23021.17493,0,1256.34246375089,38.98653579,178.537824922158,192.66126
910,"1139","1138",FALSE,FALSE,TRUE,FALSE,"HARDIN B","X",NA,"PSME",51,5,"1138",113,TRUE,9.5,"","tree","","",306.5,7489.565958,-23048.93129,0,1251.55541177632,30.00880611,NA,200.6331
911,"1143","1143",FALSE,TRUE,FALSE,FALSE,"LESTAN","X",NA,"PSME",38.1,7,"1143",0,FALSE,0,"","tree","","",13.5,1479.33799,-21012.37604,0,1104.85435267974,65.14984205,NA,157.78446
912,"1149","1148",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",84.6,16,"1148",0,FALSE,12.7,"","tree","","",13.5,1451.875171,-21044.87946,0,1111.05281080805,41.00418151,NA,312.23886
913,"1153","1152",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",47.3,8,"1152",337,FALSE,0.8,"","tree","","",350.5,1433.040466,-21064.74009,0,1114.26053653956,47.7045942,NA,188.34318
914,"1154","1152",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",61.9,12,"1152",251,FALSE,9.6,"","tree","","",264.5,1442.464232,-21063.03094,0,1115.76637096148,34.00638159,NA,236.83854
915,"1158","1157",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",51.5,16,"1157",334,TRUE,0.5,"","tree","","",167.5,1485.170548,-21041.48536,0,1115.66492952918,NA,226.970129819095,202.2939
916,"1160","1159",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PIPO",34.5,13,"1159",105,TRUE,4.1,"","tree","","",298.5,1507.0362,-21048.23791,0,1121.05258267358,19.96697157,178.063671701829,145.8267
917,"1162","1161",FALSE,FALSE,TRUE,FALSE,"LESTAN","X",NA,"PSME",35.6,11,"1161",307,TRUE,3.8,"","tree","","",140.5,1508.775719,-21032.05885,0,1115.40823268899,18.2923031,142.375508913384,149.48046
918,"1110","1110",FALSE,TRUE,FALSE,FALSE,"YSO3","X",NA,"PSME",65.2,13,"1110",0,FALSE,0,"","tree","","",13.5,2828.485796,-21346.34399,0,1197.55058427352,16.99566347,222.75418223514,247.79982
919,"1115","1114",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PILA",80.2,10,"1114",334,FALSE,14.5,"","tree","","",347.5,2855.040872,-21388.68833,0,1196.42318347462,69.68983752,NA,297.62382
920,"1122","1122",FALSE,TRUE,FALSE,FALSE,"YSO3","X",NA,"PSME",91.9,13,"1122",0,FALSE,0,"","tree","","",13.5,2775.204759,-21286.21506,0,1194.36391313212,33.38610758,NA,336.48654
921,"1126","1125",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",89.5,18,"1125",365,FALSE,9.4,"","tree","","",18.5,2779.447716,-21303.68645,0,1195.81549295,32.09176425,NA,328.5147
922,"1128","1127",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",49.4,12,"1127",35,FALSE,10.4,"","tree","","",48.5,2797.777853,-21398.05867,0,1191.39924430208,16.75774961,197.818023312268,195.31854
923,"1130","1129",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PILA",59.9,9,"1129",236,FALSE,12.8,"","tree","","",249.5,2825.268399,-21404.1294,0,1194.07657241745,49.9932902,NA,230.19534
924,"1131","1118",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PIPO",38.4,14,"1118",208,FALSE,6,"","tree","","",221.5,2825.58691,-21388.97881,0,1194.89151261248,49.09150692,NA,158.78094
925,"1132","1121",FALSE,FALSE,TRUE,FALSE,"YSO3","X",NA,"PSME",65.1,13,"1121",81,FALSE,12.1,"","tree","","",94.5,2763.781939,-21370.94645,0,1188.64834762638,64.35854988,253.585813551698,247.46766
