"tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","cluster"
"2051","2050",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",33.9,12,"2050",214,FALSE,18.8,"","tree","","",227.5,17793.6227244947,-10338.252706515,0,1362.70440745569,"SL"
"2041","2040",FALSE,FALSE,TRUE,FALSE,"RS85B","X",NA,"PSME",81.1,15,"2040",310,TRUE,7.1,"","tree","","",143.5,16668.2995596312,-11845.1611096779,0,1427.55962901523,"SL"
"1411","1409",FALSE,FALSE,TRUE,FALSE,"RR20","X",NA,"PSME",39,3,"1409",114,FALSE,18,"","tree","","",127.5,62493.3099641514,-86540.4847901162,0,1718.91483798856,"SH"
"2009","2008",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PIPO",34.4,9,"2008",188,TRUE,5.2,"","tree","","",21.5,31552.9809898914,-32306.7789232369,0,1214.7953746017,"SL"
"2026","2025",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",61.6,7,"2025",95,FALSE,20,"","tree","","",108.5,30513.7716854495,-33507.8534499773,0,1253.67539248743,"SL"
"2502","2501",FALSE,FALSE,TRUE,FALSE,"SA03","X",NA,"ABCO",42.8,7,"2501",158,FALSE,10.6,"","tree","","",171.5,28003.4641970451,-48924.1693802424,0,1459.2209065453,"SL"
"2509","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PIPO",126.7,8,"2500",249,TRUE,37.3,"","tree","","",82.5,27981.8369489317,-48938.9196278182,0,1460.11388166157,"SL"
"2528","2527",FALSE,FALSE,TRUE,FALSE,"RS10","X",NA,"PIPO",115.1,4,"2527",322,TRUE,13.2,"","tree","","",155.5,33178.8467768211,-52947.2282421709,0,1276.41095692018,"SL"
"2535","2534",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PSME",49.2,9,"2534",271,FALSE,11.6,"","tree","","",284.5,33204.1918959697,-53003.299797331,0,1278.96051904364,"SL"
"2572","2569",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"ABCO",37.2,14,"2569",110,FALSE,13.6,"","tree","","",123.5,28482.6019230494,-52323.7167196929,0,1200.60040822321,"SL"
