Timestamp,Core number,Newer record exists?,Core has multiple records?,Modification(s) made,If adding or removing rings...,Core status,Good alignment through year,Was alignment limited by reference chronology length?,Other notes,Person,Derek double-check needed?,Crossdating by...,Were there multiple potential ways to get good alignment?,If modification did not make sense in image...,
5/4/2015 14:39:36,2043,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1885,Yes,,Sky,,,,,
5/4/2015 14:43:26,2042,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1885,Yes,,Sky,,,,,
5/4/2015 14:50:17,2046,TRUE,TRUE,"Resolved uncs, Added ring(s)",No,Poor alignment  throughout,,No,,Sky,,,,1995,
5/4/2015 14:53:56,2521,FALSE,FALSE,Resolved uncs,No,Good alignment through year X,1963,Yes,truncated poor alignment at 1963,Sky,,,,1969,
5/4/2015 14:55:33,1067,FALSE,FALSE,Resolved uncs,No,Good alignment throughout,,No,,Sky,,,,1992,
5/4/2015 14:57:49,2515,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Sky,,,,,sh
5/5/2015 10:41:08,1237,TRUE,TRUE,Added ring(s),Yes,Good alignment through year X,1982,No,truncated alignment at 1982 because of extremely bad fit,Sky,,,,,
5/5/2015 10:47:55,2091,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",No,Good alignment throughout,,No,"additions/deletions don't look like they fit, but improve alignment drastically",Sky,,,,2011,
5/5/2015 10:58:42,2085,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",No,Good alignment throughout,,No,,Sky,,,,1943,
5/5/2015 11:04:04,1328,FALSE,TRUE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:07:28,1242,FALSE,FALSE,"Resolved uncs, Added ring(s)",Yes,Good alignment through year X,1920,No,,Sky,,,,,
5/5/2015 11:07:33,1366,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:09:57,2038,FALSE,FALSE,"Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Sky,,,,,
5/5/2015 11:12:15,1211,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",No,Good alignment throughout,,No,,Alec,,,,1954,
5/5/2015 11:13:38,1397,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:14:30,2092,FALSE,FALSE,"Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Sky,,,,,
5/5/2015 11:17:47,1344,FALSE,TRUE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:19:33,1356,FALSE,FALSE,Resolved uncs,No,Good alignment throughout,,No,,Alec,,,,1974,
5/5/2015 11:19:35,2507,FALSE,FALSE,"Dated core, Resolved uncs, Removed ring(s)",Yes,Good alignment through year X,1945,No,poor alignment after 1945,Sky,,,,,
5/5/2015 11:21:29,2128,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Sky,,,,,
5/5/2015 11:21:53,1322B,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:22:38,1270,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Sky,,,,,
5/5/2015 11:26:42,1358,FALSE,FALSE,"Resolved uncs, Added ring(s)",Yes,Good alignment through year X,1968,No,bad crack limits alignment,Alec,,,,,
5/5/2015 11:28:08,1232,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1910,No,,Sky,,,,,
5/5/2015 11:28:45,1478,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:31:30,1102,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:32:37,1457,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1887,Yes,,Alec,,,,,
5/5/2015 11:34:40,1351,FALSE,FALSE,Resolved uncs,Yes,Poor alignment  throughout,,No,,Alec,,,,,
5/5/2015 11:35:55,1060,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1946,No,,Alec,,,,,
5/5/2015 11:39:21,1387Z,FALSE,FALSE,"Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Alec,,,,,
5/5/2015 11:46:23,1452,TRUE,TRUE,Resolved uncs,Yes,Good alignment through year X,1939,Yes,,Alec,,,,,
5/6/2015 15:34:56,1401,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:35:48,1260,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:36:34,2509,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1881,Yes,,Sky,,,,,
5/6/2015 15:38:28,1227,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:39:21,1079,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:41:16,2520,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1889,No,,Sky,,,,,
5/6/2015 15:43:27,1225,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:47:03,2150,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1904,No,,Sky,,,,,
5/6/2015 15:50:56,2032,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:52:43,2112,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:54:12,2166,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:56:03,2505,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:57:11,1074,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1924,No,,Sky,,,,,
5/6/2015 15:57:54,1249,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:58:27,1407,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 15:59:19,1269,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:00:04,1077,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:00:40,1243,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:01:20,2513,FALSE,FALSE,reviewed core,No,Good alignment throughout,,No,,Sky,,,,1978,
5/6/2015 16:02:03,2047,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:04:26,2119,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1946,No,,Sky,,,,,
5/6/2015 16:05:00,1220,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:06:30,2055,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:07:02,1221,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/6/2015 16:07:31,1405,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:36:52,1069,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1953,No,,Sky,,,,,
5/7/2015 10:37:39,2164,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:40:28,1277,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:41:10,2083,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:41:58,2088,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:43:10,2156,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:43:53,1245,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:45:16,2086Z,FALSE,FALSE,"Resolved uncs, reviewed core",No,Good alignment throughout,,No,,Sky,,,,1978,
5/7/2015 10:46:40,1252,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:47:44,2519,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:48:52,2086,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:49:48,2039,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 10:51:16,1414,FALSE,FALSE,reviewed core,Yes,Poor alignment  throughout,,No,,Sky,,,,,
5/7/2015 10:59:35,2155,FALSE,FALSE,reviewed core,No,Poor alignment  throughout,,No,didn't make adjustments to better alignment--can any be made?,Sky,,,,1902,
5/7/2015 11:06:25,1254,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/7/2015 11:24:45,2159,FALSE,FALSE,"Added ring(s), reviewed core",No,Good alignment through year X,1899,No,,Sky,,,,1977,
5/7/2015 11:38:17,2106,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1962,No,difficult core,Sky,"truncated alignment, should adjustments be made after to improve alignment?",,,,
5/7/2015 11:43:23,2512,FALSE,FALSE,"Dated core, Removed ring(s), reviewed core",Yes,Good alignment through year X,1881,Yes,,Sky,"first ring set to 2010, so there must be three missing rings we can't see",,,,
5/7/2015 11:47:44,2056,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1881,Yes,,Sky,,,,,
5/7/2015 12:21:05,1251,FALSE,FALSE,"Removed ring(s), reviewed core",Yes,Good alignment through year X,1989,No,difficult core,Sky,,,,,
5/7/2015 12:27:36,2033,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1881,Yes,,Sky,,,,,
5/7/2015 12:28:19,1238,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1917,No,,Sky,,,,,
5/7/2015 12:30:36,2133,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1970,No,"negative correlation after 1970, could not adjust accurately to fix",Sky,,,,,
5/7/2015 12:34:20,1236,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1952,No,,Sky,,,,,
5/7/2015 12:37:28,2081,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,,,,
5/11/2015 11:24:25,1381,TRUE,TRUE,"Added ring(s), Removed ring(s)",No,Good alignment through year X,1938,Yes,,Alec,,Cluster,,1948,
5/11/2015 11:26:19,1391,FALSE,FALSE,changed data,Yes,Good alignment through year X,1887,Yes,,Alec,,Cluster,,,
5/11/2015 11:29:19,1329,FALSE,FALSE,"Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1938,Yes,,Alec,,Cluster,,,
5/11/2015 11:31:27,1046,FALSE,FALSE,no modifications,,Good alignment through year X,1958,No,,Alec,,Cluster,,,
5/11/2015 11:34:34,1087,FALSE,FALSE,no modifications,,Good alignment through year X,1956,No,,Alec,,Cluster,,,
5/11/2015 11:37:00,1042Z,FALSE,FALSE,Added ring(s),Yes,Good alignment through year X,1921,No,,Alec,,Cluster,,,
5/11/2015 11:38:34,1334,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/11/2015 11:41:48,1464,FALSE,FALSE,Removed ring(s),Yes,Good alignment through year X,1911,No,,Alec,,Cluster,,,
5/11/2015 11:48:11,1101,FALSE,FALSE,Added ring(s),No,Good alignment throughout,,No,"Added 2 rings, one made since visually the other did not",Alec,,Cluster,,1954,
5/11/2015 11:49:11,1463,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/11/2015 11:52:08,1353,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/11/2015 11:59:19,1489,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,"Added 2 rings, one made since visually the other did not",Alec,,Cluster,,,
5/11/2015 13:49:33,2115,TRUE,TRUE,"Added ring(s), Removed ring(s)",No,Good alignment through year X,1988,No,difficult core,Sky,,Cluster,,2004,
5/11/2015 13:54:55,2040,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/11/2015 13:58:55,1257,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1915,No,,Sky,,Cluster,,,
5/11/2015 14:04:44,2506,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,should alignment stop at 1956 or good alignment throughout?,Cluster,,,
5/11/2015 14:07:42,2107,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1971,No,,Sky,,Cluster,,,
5/11/2015 14:10:08,2158,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1922,No,,Sky,,Cluster,,,
5/11/2015 14:17:20,2135,FALSE,FALSE,"Dated core, reviewed core ",Yes,Good alignment through year X,1970,No,,Sky,or good alignment throughout?,Cluster,,,
5/11/2015 14:23:08,2163,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/11/2015 14:31:24,2039Z,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,potential misalignment from 1945 to 1929,Sky,,Cluster,,,
5/11/2015 14:35:31,2044,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/11/2015 14:50:47,2103,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment through year X,1967,No,difficult core; revist,Sky,,Cluster,,,
5/11/2015 14:55:34,2050,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,"poor alignment from 1942 to 1929, great alignment after that",Sky,adjust between 1942 to 1929 or truncate alignment at 1942? see alignment at ring 90 ,Cluster,,,
5/11/2015 14:57:08,2035,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 10:44:29,1258,FALSE,FALSE,"Dated core, Added ring(s), Removed ring(s), reviewed core",Yes,Good alignment through year X,1933,No,,Sky,,Cluster,,,
5/12/2015 10:50:03,2161,TRUE,TRUE,"Added ring(s), reviewed core",No,Poor alignment  throughout,,No,great alignment after year 1925 like similar cores in cluster,Sky,,Cluster,,1966,
5/12/2015 10:51:29,1247,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 10:52:58,1255,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 10:57:47,1474,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 10:59:14,1446,TRUE,TRUE,no modifications,,Good alignment through year X,1932,Yes,,Alec,,Cluster,,,
5/12/2015 11:00:47,2136,TRUE,TRUE,"Dated core, Added ring(s), reviewed core",No,Good alignment through year X,1950,No,check adjustments,Sky,,Cluster,,1976,
5/12/2015 11:03:56,2060,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:04:48,1475,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:05:27,1246,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:06:10,1093Z,TRUE,TRUE,no modifications,,Good alignment through year X,1932,Yes,,Alec,,Cluster,,,
5/12/2015 11:09:19,1276,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:13:13,1449,FALSE,FALSE,no modifications,,Poor alignment  throughout,,No,,Alec,"Core aligns wells except for first 20 years. Chaning date of core imrpoves alignment of first 20 years, but visually core appears to be dated correctly already. ",Cluster,,,
5/12/2015 11:14:10,2165,FALSE,FALSE,"Added ring(s), Removed ring(s), reviewed core",No,Good alignment throughout,,No,,Sky,,Cluster,,1953,
5/12/2015 11:14:35,1450,TRUE,TRUE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:17:00,1354,FALSE,FALSE,"Dated core, Added ring(s)",Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:17:30,1278,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1958,No,could not improve alignment to positive correlation after 1958,Sky,,Cluster,,,
5/12/2015 11:18:33,1377,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:19:29,1222,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:20:10,1332,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:23:19,1040,TRUE,TRUE,Removed ring(s),Yes,Good alignment through year X,1932,Yes,,Alec,,Cluster,,,
5/12/2015 11:23:43,1224,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1957,No,there are ~2 missing rings after 1957 but unclear of where,Sky,,Cluster,,,
5/12/2015 11:29:42,1233,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1949,No,appears there may be ~3 missing rings after 1949 but unclear where,Sky,,Cluster,,,
5/12/2015 11:31:31,1262,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1944,No,"like other cores, need offset +3 to align well after 1944 but unclear where rings would be added",Sky,,Cluster,,,
5/12/2015 11:36:47,2523Z,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1954,No,"difficult core, could not make positive correlation after 1954",Sky,,Cluster,,,
5/12/2015 11:37:10,1448B,TRUE,TRUE,no modifications,,Good alignment through year X,1932,Yes,,Alec,,Cluster,,,
5/12/2015 11:38:36,1470,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:40:08,1095,TRUE,TRUE,no modifications,,Good alignment through year X,1932,Yes,,Alec,,Cluster,,,
5/12/2015 11:42:14,1039,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:42:51,2108,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1973,No,,Sky,,Cluster,,,
5/12/2015 11:44:06,2113,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:47:43,1368,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 11:49:43,2118,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1967,No,"poor alignment from 1967 to 1950, great alignment after 1950; unclear how to fix alignment and make sense in image",Sky,,Cluster,,,
5/12/2015 11:50:47,1279,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 11:51:40,1089,TRUE,TRUE,"Added ring(s), Removed ring(s)",Yes,Good alignment through year X,1932,Yes,"Added ring did not make sense visually, but removed ring did",Alec,,Cluster,,,
5/12/2015 11:52:40,2104,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment through year X,1952,No,appears ~2 missing rings after 1952 but unclear where,Sky,,Cluster,,,
5/12/2015 11:56:36,1075,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1955,No,could not make positive correlation after 1955,Sky,,Cluster,,,
5/12/2015 11:59:41,1036,TRUE,TRUE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:00:28,1244,FALSE,FALSE,"Dated core, Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:03:44,2124,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,check alignment between 1967 and 1947,Cluster,,,
5/12/2015 12:03:54,1094,TRUE,TRUE,no modifications,,Good alignment through year X,1955,No,,Alec,,Cluster,,,
5/12/2015 12:06:50,1469,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:11:58,2134,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:13:11,2054,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:13:56,1212,TRUE,TRUE,Removed ring(s),Yes,Good alignment through year X,1949,No,,Alec,"Core aligns wells except for first 20 years. Chaning date of core imrpoves alignment of first 20 years, but visually core appears to be dated correctly already.",Cluster,,,
5/12/2015 12:15:23,2105,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:16:28,1289,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:17:49,1058,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:18:28,1265,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:19:31,1061,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:20:41,2048,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:22:10,1272,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/12/2015 12:28:08,1476,FALSE,FALSE,,No,Good alignment throughout,,No,,Alec,,Cluster,,1990,
5/12/2015 12:34:25,1056,FALSE,FALSE,"Added ring(s), Removed ring(s)",Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:39:35,1088,FALSE,FALSE,"Dated core, Removed ring(s)",No,Good alignment throughout,,No,,Alec,,Cluster,,1968,
5/12/2015 12:40:48,1363,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:44:34,1473,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:53:05,1340,TRUE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 12:55:11,1483,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:00:43,1085,FALSE,FALSE,Removed ring(s),Yes,Good alignment through year X,1973,No,,Alec,,Cluster,,,
5/12/2015 13:02:52,1375,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:04:17,1339,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:07:00,1002,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:09:28,1033,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:11:16,1390,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:14:07,1355,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:16:03,1201,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:17:32,1052,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:21:22,1486,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/12/2015 13:29:17,1491,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/13/2015 16:07:43,1250,TRUE,TRUE,"Removed ring(s), reviewed core",Yes,Good alignment through year X,1992,No,difficult core,Sky,,Cluster,,,
5/13/2015 16:16:53,2121,TRUE,TRUE,reviewed core,Yes,Poor alignment  throughout,,No,difficult core; beginning stuck together pieces?,Sky,REVIEW! no changes made-- should be dated to 2014 or delete/add arbitrary ring?,Cluster,,,
5/13/2015 16:25:28,1406,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1986,No,"alignment between 1986 and 1975 poor, but good after that; could not fix alignment ",Sky,,Cluster,,,
5/13/2015 16:28:25,2082,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 16:33:09,2087,FALSE,FALSE,"Removed ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 16:35:31,2058,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 16:36:34,2162,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 16:41:02,2051,FALSE,FALSE,"Added ring(s), reviewed core",No,Good alignment throughout,,No,,Sky,,Cluster,,1994,
5/13/2015 16:52:41,2084,FALSE,FALSE,"Added ring(s), Removed ring(s), reviewed core",No,Good alignment throughout,,No,,Sky,or cut alignment at 1994 before added ring?,Cluster,,1989,
5/13/2015 17:00:03,2138,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1954,No,,Sky,,Cluster,,,
5/13/2015 17:07:34,1268,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,"difficult core: unclear of dating of first ring; 2013, 2011, or 2008?",Sky,"REVIEW CORE, dating of first ring?",Cluster,,,
5/13/2015 17:10:38,2109,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment throughout,,No,core was flipped in plate: goes from right to left,Sky,,Cluster,,,
5/13/2015 17:18:38,2111,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:22:26,1310,FALSE,FALSE,"Resolved uncs, Removed ring(s)",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:26:17,4047,FALSE,FALSE,"Resolved uncs, Added ring(s)",Yes,Poor alignment  throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:33:56,1015,TRUE,TRUE,Resolved uncs,Yes,Poor alignment  throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:36:54,1311Z,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1931,No,,Sky,,Cluster,,,
5/13/2015 17:40:33,4016,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:46:34,1029,FALSE,FALSE,Resolved uncs,Yes,Good alignment through year X,1929,No,,Sky,,Cluster,,,
5/13/2015 17:47:31,1014,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:48:11,1005,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:48:57,1013,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1931,No,,Sky,,Cluster,,,
5/13/2015 17:49:32,4048,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1931,No,,Sky,,Cluster,,,
5/13/2015 17:50:13,1031,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:50:51,1300,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:51:34,4046,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:52:10,4043,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:52:46,4041,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
